,churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalintlcalls,totalintlcharge,numbercustomerservicecalls
55,No,0.37037037037037035,1,1,0.0,0.4891815616180621,0.21551724137931033,0.36752136752136755,0.657345411579362,0.7334221926024658,0.4786324786324787,0.20000000000000004,0.4954545454545455,0.2
56,No,0.6481481481481481,1,1,0.0,0.3367826904985889,0.4827586206896552,0.1709401709401709,0.42536431666010244,0.3022325891369544,0.7350427350427351,0.1,0.36136363636363644,0.2
57,Yes,0.5555555555555555,1,0,0.625,0.5609909062402008,0.75,0.2991452991452992,0.07483261126427729,0.43685438187270903,0.2991452991452992,0.20000000000000004,0.22727272727272732,0.6000000000000001
59,No,0.5740740740740741,1,1,0.0,0.6578864847914707,0.5258620689655171,0.7179487179487181,0.41669948798739664,0.4638453848717095,0.45299145299145305,0.7000000000000001,0.6068181818181819,0.2
60,No,0.8009259259259258,1,1,0.0,0.5412354970210097,0.4741379310344827,0.4444444444444444,0.39149271366679794,0.38820393202265907,0.10256410256410253,0.30000000000000004,0.5704545454545455,0.2
61,No,0.5324074074074073,1,0,0.7083333333333333,0.7811226089683287,0.353448275862069,0.8547008547008548,0.4194564789287121,0.3872042652449184,0.5470085470085471,0.20000000000000004,0.5818181818181819,0.4
62,No,0.3379629629629629,1,0,0.6875,0.546252743806836,0.42241379310344823,0.46153846153846156,0.6467113036628594,0.29290236587804064,0.4273504273504274,0.20000000000000004,0.765909090909091,0.4
63,No,0.6851851851851851,1,0,0.5833333333333333,0.5054876136719975,0.4310344827586207,0.18803418803418803,0.4513588026782198,0.7177607464178608,0.09401709401709402,0.20000000000000004,0.6431818181818183,0.6000000000000001
64,No,0.1712962962962963,1,1,0.0,0.350266541235497,0.4827586206896552,0.4700854700854701,0.368255218589996,0.36287904031989343,0.5470085470085471,0.5000000000000001,0.3727272727272728,0.4
65,No,0.18055555555555555,1,0,0.8541666666666666,0.40326121041078705,0.2758620689655172,0.3931623931623932,0.39031114612051987,0.546484505164945,0.5128205128205129,0.4,0.25,0.4
66,No,0.19444444444444445,0,1,0.0,0.7275007839448103,0.5431034482758621,0.5299145299145299,0.5352500984639622,0.35888037320893046,0.2136752136752137,0.30000000000000004,0.4409090909090909,0.0
67,No,0.5185185185185185,0,1,0.0,0.3314518657886485,0.4396551724137931,0.6581196581196582,0.5135880267821976,0.26391202932355884,0.8290598290598292,0.7000000000000001,0.37954545454545463,0.0
68,No,0.5787037037037036,1,1,0.0,0.6023831922232675,0.24137931034482757,0.32478632478632474,0.5490350531705396,0.34455181606131285,0.15384615384615385,0.0,0.35,0.2
69,Yes,0.6898148148148148,1,1,0.0,0.499843211037943,0.5086206896551724,0.5811965811965812,0.3887357227254824,0.32822392535821393,0.49572649572649574,0.20000000000000004,0.7181818181818183,0.8
70,No,0.6342592592592592,1,1,0.0,0.6970837253057386,0.4396551724137931,0.3504273504273504,0.3934619929105947,0.8170609796734423,0.5299145299145299,0.6000000000000001,0.5954545454545456,0.6000000000000001
71,No,0.7453703703703703,1,0,0.9583333333333333,0.6440890561304485,0.4741379310344827,0.35897435897435903,0.4529342260732572,0.6814395201599468,0.16239316239316237,0.1,0.6136363636363638,0.0
72,No,0.6759259259259258,1,1,0.0,0.7184070241455002,0.353448275862069,0.36752136752136755,0.3213863725876329,0.40786404531822723,0.5726495726495727,0.30000000000000004,0.36136363636363644,0.6000000000000001
73,No,0.412037037037037,1,1,0.0,0.5766698024459079,0.896551724137931,0.641025641025641,0.5817250886175659,0.3408863712095968,0.5384615384615385,0.30000000000000004,0.31818181818181823,0.2
74,No,0.38888888888888884,1,1,0.0,0.67826904985889,0.5775862068965516,0.4444444444444444,0.34895628200078765,0.46017994001999335,0.4871794871794872,0.20000000000000004,0.6068181818181819,0.0
75,No,0.22685185185185183,1,1,0.0,0.4314832235810599,0.41379310344827586,0.2564102564102564,0.5703032690035447,0.437520826391203,0.5897435897435898,0.1,0.24545454545454545,0.2
76,Yes,0.37499999999999994,1,1,0.0,0.8805268109125118,0.5775862068965516,0.49572649572649574,0.42890901929893654,0.7330889703432191,0.264957264957265,0.30000000000000004,0.5886363636363637,0.0
77,Yes,0.662037037037037,1,1,0.0,0.13201630605205394,0.646551724137931,0.36752136752136755,0.0807404489956676,0.40953015661446185,0.4871794871794872,0.6000000000000001,0.3727272727272728,0.8
78,No,0.20833333333333334,1,1,0.0,0.6102226403261211,0.25862068965517243,0.5299145299145299,0.3729814887751083,0.4245251582805732,0.6068376068376069,0.20000000000000004,0.3727272727272728,0.4
79,No,0.3194444444444444,1,1,0.0,0.47256193164001253,0.4827586206896552,0.5128205128205129,0.3422607325718786,0.594801732755748,0.29059829059829057,0.1,0.790909090909091,0.2
80,No,0.662037037037037,1,1,0.0,0.5694575101912825,0.49137931034482757,0.27350427350427353,0.8389129578574241,0.57947350883039,0.6581196581196582,0.1,0.6795454545454547,0.2
81,No,0.5324074074074073,0,1,0.0,0.6142991533396049,0.5344827586206897,0.3162393162393162,0.5084679007483262,0.76107964011996,0.5726495726495727,0.4,0.6431818181818183,0.6000000000000001
82,No,0.24999999999999997,1,0,0.5208333333333333,0.458137347130762,0.6982758620689655,0.45299145299145305,0.27845608507286335,0.41852715761412856,0.41025641025641024,0.1,0.5454545454545456,0.6000000000000001
83,No,0.3194444444444444,1,0,0.5,0.7212292254625275,0.5086206896551724,0.4786324786324787,0.6920047262701852,0.5751416194601799,0.2222222222222222,0.30000000000000004,0.4727272727272728,0.2
84,Yes,0.48611111111111105,1,1,0.0,0.5992474129821261,0.46551724137931033,0.36752136752136755,0.6569515557306026,0.4708430523158947,0.3931623931623932,0.0,0.631818181818182,0.4
85,No,0.5879629629629629,1,0,0.6041666666666666,0.5010975227343996,0.5344827586206897,0.37606837606837606,0.5789680976762505,0.9093635454848383,0.3076923076923077,0.6000000000000001,0.3977272727272728,0.0
86,Yes,0.4305555555555555,1,1,0.0,0.43399184697397303,0.5431034482758621,0.5042735042735043,0.34186687672311933,0.46484505164945017,0.35897435897435903,0.4,0.36136363636363644,0.8
87,No,0.5092592592592592,1,1,0.0,0.6108497961743494,0.6551724137931034,0.29059829059829057,0.520677432059866,0.4408530489836721,0.4786324786324787,0.1,0.6068181818181819,0.2
88,No,0.3379629629629629,1,0,0.7291666666666666,0.4220758858576356,0.5344827586206897,0.35897435897435903,0.23591965340685309,0.5064978340553148,0.1282051282051282,0.8,0.5386363636363637,0.4
89,Yes,0.5879629629629629,1,1,0.0,0.684854186265287,0.7155172413793103,0.4358974358974359,0.651831429696731,0.5291569476841054,0.2222222222222222,0.30000000000000004,0.7227272727272728,0.2
90,No,0.37499999999999994,1,1,0.0,0.3900909375979931,0.16379310344827586,0.5384615384615385,0.47538400945254033,0.198267244251916,0.4444444444444444,0.1,0.5522727272727274,0.2
91,Yes,0.7129629629629629,1,1,0.0,0.5766698024459079,0.49999999999999994,0.5299145299145299,0.46199291059472236,0.48617127624125295,0.6581196581196582,0.30000000000000004,0.415909090909091,0.0
92,No,0.3657407407407407,1,1,0.0,0.3286296644716212,0.49999999999999994,0.5555555555555556,0.4021268215833005,0.6767744085304899,0.1709401709401709,0.8,0.3545454545454546,0.2
93,No,0.35648148148148145,1,1,0.0,0.7318908748824083,0.4396551724137931,0.5982905982905984,0.41985033477747147,0.71242919026991,0.5384615384615385,0.6000000000000001,0.4545454545454546,0.6000000000000001
94,No,0.412037037037037,1,1,0.0,0.5004703668861713,0.24999999999999994,0.33333333333333337,0.4608113430484442,0.2585804731756081,0.41880341880341887,0.6000000000000001,0.5204545454545455,0.6000000000000001
95,No,0.4768518518518518,1,1,0.0,0.8118532455315146,0.5517241379310345,0.6068376068376069,0.09413154785348563,0.3768743752082639,0.811965811965812,0.4,0.4727272727272728,0.2
96,No,0.3333333333333333,1,1,0.0,0.4408905613044842,0.5862068965517242,0.2564102564102564,0.5368255218589996,0.4131956014661779,0.2564102564102564,0.30000000000000004,0.6681818181818182,0.0
97,No,0.45370370370370366,1,1,0.0,0.5603637503919724,0.3879310344827586,0.29059829059829057,0.5167388735722726,0.4691769410196602,0.6068376068376069,0.20000000000000004,0.40454545454545465,0.8
98,Yes,0.5509259259259259,1,1,0.0,0.6039510818438383,0.767241379310345,0.5299145299145299,0.523828278849941,0.3902032655781406,0.46153846153846156,0.4,0.19545454545454546,0.2
99,Yes,0.3518518518518518,1,1,0.0,0.7284415177171528,0.25862068965517243,0.7179487179487181,0.5059078377313903,0.7500833055648117,0.5726495726495727,0.6000000000000001,0.4727272727272728,0.4
100,No,0.449074074074074,1,0,0.4375,0.4443399184697397,0.6206896551724137,0.3504273504273504,0.6671918077983459,0.3668777074308564,0.4273504273504274,0.7000000000000001,0.6641095933382747,0.8
101,No,0.49537037037037035,1,1,0.0,0.4979617434932581,0.8189655172413794,0.29059829059829057,0.4556912170145727,0.26324558480506494,0.5128205128205129,0.4,0.765909090909091,0.0
102,No,0.6203703703703703,1,1,0.0,0.41455001567889616,0.3448275862068965,0.5384615384615385,0.22134698700275698,0.43285571476174606,0.49572649572649574,0.5000000000000001,0.515909090909091,0.0
103,No,0.4351851851851851,1,1,0.0,0.3621825023518344,0.49137931034482757,0.5470085470085471,0.43757384797164234,0.6504498500499833,0.5128205128205129,0.8,0.6386363636363637,0.2
104,No,0.5601851851851851,1,1,0.0,0.4735026654123549,0.44827586206896547,0.5726495726495727,0.40409610082709724,0.6614461846051316,0.28205128205128205,0.1,0.5636363636363637,0.2
105,No,0.4351851851851851,1,1,0.0,0.6854813421135152,0.19827586206896547,0.4786324786324787,0.44938952343442296,0.46617794068643786,0.6239316239316239,0.30000000000000004,0.5954545454545456,0.8
106,No,0.16203703703703703,1,0,0.6041666666666666,0.8212605832549388,0.5172413793103448,0.29059829059829057,0.49980307207562036,0.4568477174275241,0.6068376068376069,0.5000000000000001,0.42272727272727284,0.4
107,No,0.4259259259259259,1,0,0.4375,0.3085606773283161,0.767241379310345,0.6239316239316239,0.3733753446238677,0.5561479506831057,0.37606837606837606,0.20000000000000004,0.4727272727272728,0.2
108,No,0.6481481481481481,1,0,0.6666666666666666,0.40482910003135775,0.42241379310344823,0.4700854700854701,0.26152028357621115,0.5641452849050317,0.8547008547008548,0.0,0.49090909090909096,0.2
109,No,0.7222222222222222,1,1,0.0,0.6594543744120415,0.41379310344827586,0.6752136752136753,0.3178416699487988,0.6374541819393535,0.5641025641025641,0.6000000000000001,0.4590909090909091,0.6000000000000001
110,No,0.5509259259259259,1,1,0.0,0.4562558795860771,0.49999999999999994,0.3504273504273504,0.8846002363135093,0.23025658113962016,0.37606837606837606,0.7000000000000001,0.37954545454545463,0.2
111,No,0.47222222222222215,1,1,0.0,0.5189714644089056,0.646551724137931,0.4444444444444444,0.5703032690035447,0.5754748417194269,0.41880341880341887,0.1,0.6431818181818183,0.4
112,No,0.449074074074074,1,1,0.0,0.44371276262151144,0.646551724137931,0.5598290598290598,0.46199291059472236,0.5918027324225259,0.6068376068376069,0.30000000000000004,0.6136363636363638,0.8
113,No,0.5740740740740741,1,1,0.0,0.33615553465036063,0.5689655172413792,0.41025641025641024,0.5124064592359197,0.6587804065311564,0.6153846153846154,0.6000000000000001,0.6863636363636364,0.2
114,No,0.287037037037037,1,1,0.0,0.12354970210097208,0.7155172413793103,0.14529914529914534,0.39070500196927926,0.5374875041652782,0.3931623931623932,0.20000000000000004,0.44772727272727286,0.2
116,No,0.29166666666666663,1,1,0.0,0.4487300094073377,0.353448275862069,0.5726495726495727,0.33280819220165414,0.024658447184271903,0.6837606837606838,0.20000000000000004,0.7409090909090911,0.2
117,Yes,0.3379629629629629,1,1,0.0,0.8247099404201945,0.6206896551724137,0.051282051282051266,0.5588814493895234,0.39953348883705436,0.6239316239316239,0.30000000000000004,0.44772727272727286,0.2
118,No,0.5138888888888888,1,0,0.75,0.2953904045155221,0.646551724137931,0.3418803418803419,0.3501378495470657,0.42485838053982,0.6495726495726497,0.20000000000000004,0.48409090909090924,0.4
119,No,0.4444444444444444,1,1,0.0,0.6908121668234557,0.7155172413793103,0.5897435897435898,0.5419456478928713,0.3105631456181273,0.33333333333333337,0.4,0.40454545454545465,0.4
120,No,0.20833333333333334,1,1,0.0,0.5979931012856695,0.4310344827586207,0.2991452991452992,0.5836943678613628,0.4998333888703766,0.6324786324786326,0.6000000000000001,0.6750000000000002,0.2
121,No,0.18518518518518517,1,0,0.4583333333333333,0.6092819065537787,0.5172413793103448,0.37606837606837606,0.2973611658133124,0.30689770076641115,0.6923076923076923,0.20000000000000004,0.3113636363636364,0.0
122,No,0.5555555555555555,1,1,0.0,0.5368454060834117,0.5258620689655171,0.641025641025641,0.43717999212288294,0.5688103965344886,0.5213675213675214,0.30000000000000004,0.4727272727272728,0.6000000000000001
123,No,0.8888888888888888,1,1,0.0,0.8664804969019452,0.7068965517241379,0.45299145299145305,0.26585269791256405,0.2092635788070643,0.4017094017094017,0.20000000000000004,0.5818181818181819,0.2
124,No,0.5972222222222222,1,1,0.0,0.42238946378174974,0.6637931034482758,0.4786324786324787,0.19180779834580539,0.5908030656447851,0.641025641025641,0.4,0.4340909090909092,0.4
125,No,0.38888888888888884,1,1,0.0,0.570398243963625,0.08620689655172414,0.5299145299145299,0.5907837731390311,0.6744418527157614,0.5470085470085471,0.20000000000000004,0.6068181818181819,0.2
126,Yes,0.7453703703703703,1,1,0.0,0.1605518971464409,0.5689655172413792,0.3846153846153846,0.3501378495470657,0.34888370543152286,0.3418803418803419,0.20000000000000004,0.42954545454545456,0.8
127,Yes,0.27777777777777773,1,0,0.5625,0.5268109125117593,0.7068965517241379,0.5213675213675214,0.3135092556124459,0.5851382872375874,0.7435897435897436,0.5000000000000001,0.26363636363636367,0.8
128,No,0.4212962962962963,1,1,0.0,0.22640326121041077,0.41379310344827586,0.6923076923076923,0.47105159511618755,0.4161946017994002,0.37606837606837606,0.30000000000000004,0.4340909090909092,0.4
129,No,0.6018518518518517,1,0,0.75,0.6105362182502352,0.6293103448275863,0.641025641025641,0.3639228042536432,0.7150949683438854,0.5128205128205129,0.30000000000000004,0.4545454545454546,0.6000000000000001
130,No,0.412037037037037,1,1,0.0,0.3951081843838194,0.4310344827586207,0.6153846153846154,0.5513981882630957,0.32255914695101634,0.6923076923076923,0.1,0.5386363636363637,0.6000000000000001
131,No,0.34259259259259256,1,1,0.0,0.460332392599561,0.7155172413793103,0.37606837606837606,0.3525009846396219,0.688437187604132,0.32478632478632474,0.4,0.24545454545454545,0.2
132,No,0.35648148148148145,1,1,0.0,0.6632173095014111,0.6293103448275863,0.8376068376068377,0.5939346199291059,0.7040986337887369,0.6666666666666667,0.20000000000000004,0.4545454545454546,0.2
133,No,0.37499999999999994,1,1,0.0,0.5669488867983695,0.46551724137931033,0.5128205128205129,0.49625836943678614,0.5198267244251915,0.15384615384615385,0.0,0.3068181818181819,0.5
134,No,0.7499999999999999,1,1,0.0,0.5566008153026027,0.5775862068965516,0.7350427350427351,0.5009846396218983,0.5208263912029325,0.32478632478632474,0.9,0.42954545454545456,0.2
135,No,0.41666666666666663,0,1,0.0,0.34619002822201317,0.603448275862069,0.3504273504273504,0.4029145332808193,0.6567810729756747,0.7521367521367521,0.20000000000000004,0.5568181818181819,0.6000000000000001
136,No,0.34259259259259256,1,0,0.4375,0.4901222953904046,0.4741379310344827,0.5470085470085471,0.5510043324143363,0.7119293568810396,0.7863247863247864,0.30000000000000004,0.19545454545454546,1.0
137,No,0.41666666666666663,1,1,0.0,0.5757290686735654,0.5517241379310345,0.6068376068376069,0.526191413942497,0.48483838720426525,0.7435897435897436,0.20000000000000004,0.6068181818181819,0.6000000000000001
138,No,0.5833333333333333,1,0,0.75,0.5133270617748511,0.646551724137931,0.29059829059829057,0.24734147302087436,0.7104298567144285,0.24786324786324787,0.7000000000000001,0.5568181818181819,0.2
139,No,0.5185185185185185,1,0,0.47916666666666663,0.5816870492317341,0.5086206896551724,0.15384615384615385,0.33162662465537607,0.36154615128290574,0.14529914529914534,0.4,0.4954545454545455,0.4
140,No,0.5046296296296295,1,1,0.0,0.4045155221072436,0.6293103448275863,0.35897435897435903,0.7479322567940133,0.4781739420193269,0.5982905982905984,0.20000000000000004,0.631818181818182,0.2
141,No,0.5509259259259259,1,0,0.8125,0.5669488867983695,0.2241379310344827,0.4700854700854701,0.5604568727845609,0.6787737420859714,0.6324786324786326,0.30000000000000004,0.515909090909091,0.0
142,No,0.7222222222222222,1,1,0.5833333333333333,0.5428033866415805,0.5603448275862069,0.27350427350427353,0.4773532886963372,0.19860046651116298,0.8290598290598292,0.4,0.2886363636363637,0.6000000000000001
143,No,0.47222222222222215,1,1,0.0,0.7118218877391033,0.043103448275862044,0.35897435897435903,0.4773532886963372,0.5011662779073642,0.5982905982905984,0.30000000000000004,0.5886363636363637,0.2
144,Yes,0.537037037037037,0,1,0.0,0.4628410159924741,0.37931034482758624,0.3846153846153846,0.4170933438361559,0.664111962679107,0.7692307692307694,0.6000000000000001,0.7363636363636364,0.4
145,No,0.6435185185185185,1,1,0.0,0.6660395108184385,0.5086206896551724,0.4444444444444444,0.3588026782197715,0.20093302232589139,0.4786324786324787,0.5000000000000001,0.7477272727272728,0.6000000000000001
146,No,0.5833333333333333,1,1,0.0,0.39887111947318904,0.42241379310344823,0.3076923076923077,0.5041354864119733,0.5108297234255248,0.5811965811965812,0.20000000000000004,0.42272727272727284,0.2
