churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldaycalls,totaldaycharge,totalevecalls,totalevecharge,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,numbercustomerservicecalls
No,0.773148148148148,1,1,0.0,0.46551724137931033,0.3293807641633728,0.24786324786324787,0.17449664429530207,0.7350427350427351,0.30347890451517395,0.5548780487804879,0.1,0.2
No,0.4351851851851851,1,1,0.0,0.396551724137931,0.4182194616977225,0.28205128205128205,0.6533754441373867,0.6239316239316239,0.4737231680236862,0.6219512195121952,0.4,0.6000000000000001
No,0.2824074074074074,1,1,0.0,0.24137931034482757,0.3034067381893468,0.29059829059829057,0.8531385708645876,0.4871794871794872,0.5099925980754997,0.6707317073170732,0.5000000000000001,0.8
Yes,0.7407407407407407,1,1,0.0,0.21551724137931033,0.9823075475249389,0.4700854700854701,0.8886695617844456,0.7350427350427351,0.36861584011843085,0.201219512195122,0.8,0.8
No,0.38888888888888884,1,0,0.5625,0.8362068965517242,0.5456427630340673,0.41025641025641024,0.7651006711409397,0.28205128205128205,0.13101406365655066,0.7134146341463415,0.30000000000000004,0.2
No,0.4259259259259259,1,1,0.0,0.6206896551724137,0.5273856578204404,0.5897435897435898,0.5546782471377815,0.6752136752136753,0.26498889711324947,0.36585365853658536,0.20000000000000004,0.6000000000000001
No,0.3472222222222222,1,0,0.6875,0.20689655172413796,0.5241859589685676,0.19658119658119655,0.536517962889854,0.5641025641025641,0.38564026646928207,0.4817073170731708,0.4,0.2
No,0.3333333333333333,1,1,0.0,0.5003343782654126,0.6352343308865047,0.3931623931623932,0.3576786419265694,0.27350427350427353,0.47594374537379724,0.6646341463414634,0.1,0.2
No,0.6759259259259258,1,1,0.16174242424242424,0.646551724137931,0.41351402220967437,0.4358974358974359,0.626529806553494,0.7777777777777779,0.529237601776462,0.5182926829268293,0.30000000000000004,0.0
Yes,0.3518518518518518,1,1,0.0,0.4051724137931035,0.11688311688311684,0.6752136752136753,0.39242005527043045,0.18803418803418803,0.5314581791265729,0.21951219512195122,0.5000000000000001,1.0
No,0.5092592592592592,1,1,0.0,0.5258620689655171,0.27046866177300954,0.5128205128205129,0.28306356099486785,0.5384615384615385,0.464840858623242,0.3414634146341463,0.5000000000000001,0.4
No,0.4594365511288425,1,1,0.0,0.37931034482758624,0.1767363071710897,0.2564102564102564,0.6450848795894197,0.6239316239316239,0.6232420429311621,0.5000000000000001,0.1,0.0
No,0.8009259259259258,1,1,0.0,0.29310344827586204,0.31488801054018434,0.5982905982905984,0.7520726411369919,0.6239316239316239,0.6683937823834197,0.8170731707317074,0.4,0.6000000000000001
No,0.25925925925925924,1,0,0.8125,0.6293103448275863,0.5987201204592508,0.5982905982905984,0.46348203711014613,0.6239316239316239,0.4418948926720948,0.451219512195122,0.20000000000000004,0.0
No,0.24537037037037038,1,1,0.0,0.2672413793103448,0.346884999058912,0.49572649572649574,0.3442558231346231,0.2222222222222222,0.17320503330866027,0.7682926829268293,0.30000000000000004,0.6000000000000001
No,0.08796296296296297,1,1,0.0,0.5775862068965516,0.5251270468661772,0.35897435897435903,0.6889064350572445,0.5128205128205129,0.4381939304219097,0.25609756097560976,0.5000000000000001,0.0
No,0.4594365511288425,1,1,0.0,0.646551724137931,0.2988895162808206,0.5726495726495727,0.5440189498618241,0.41025641025641024,0.4285714285714285,0.5487804878048781,0.0,0.2
No,0.6527777777777777,1,1,0.0,0.45689655172413796,0.18859401468097117,0.17948717948717952,0.2810896170548757,0.9059829059829061,0.6676535899333828,0.7378048780487805,0.5000000000000001,0.4
No,0.34259259259259256,1,1,0.0,0.5431034482758621,0.6406926406926405,0.5555555555555556,0.49861823924200555,0.4786324786324787,0.6535899333826796,0.5000000000000001,0.4,0.2
Yes,0.05092592592592592,1,1,0.0,0.6551724137931034,0.7157914549218897,0.6581196581196582,0.6691669956573234,0.41025641025641024,0.766839378238342,0.5914634146341464,0.20000000000000004,0.2
No,0.25925925925925924,1,0,0.5208333333333333,0.44827586206896547,0.48296630905326554,0.28205128205128205,0.4769048559020924,0.6324786324786326,0.5447816432272391,0.378048780487805,0.30000000000000004,0.0
No,0.32870370370370366,1,0,0.7708333333333333,0.32758620689655177,0.6211180124223602,0.5128205128205129,0.551519936833794,0.24786324786324787,0.34270910436713553,0.7682926829268293,0.5000000000000001,0.6000000000000001
No,0.16203703703703703,1,0,0.625,0.7413793103448276,0.3852813852813852,0.32478632478632474,0.36754836162652993,0.5726495726495727,0.2642487046632125,0.7560975609756099,0.5000000000000001,0.0
No,0.35648148148148145,1,1,0.0,0.1896551724137931,0.33578016186711834,0.6324786324786326,0.5728385313857088,0.5641025641025641,0.5921539600296077,0.4817073170731708,0.4,0.2
No,0.6249999999999999,0,0,0.6875,0.5517241379310345,0.5695463956333521,0.4871794871794872,0.4520331622581919,0.5555555555555556,0.1724648408586233,0.5121951219512195,0.5000000000000001,0.6000000000000001
No,0.6851851851851851,1,1,0.0,0.44827586206896547,0.36645962732919246,0.4273504273504274,0.734307145677063,0.5641025641025641,0.4603997039230201,0.5487804878048781,0.8,0.2
No,0.449074074074074,1,1,0.0,0.5172413793103448,0.3212874082439299,0.36752136752136755,0.38215554678247143,0.7948717948717949,0.4589193190229459,0.44512195121951226,0.1,0.6000000000000001
No,0.15277777777777776,1,1,0.0,0.3448275862068965,0.31658196875588174,0.4786324786324787,0.7694433478089223,0.3076923076923077,0.8712065136935604,0.4817073170731708,0.30000000000000004,0.4
No,0.736111111111111,1,1,0.0,0.3017241379310344,0.19179371353284394,0.5811965811965812,0.377023292538492,0.4273504273504274,0.4278312361213915,0.43292682926829273,0.30000000000000004,0.6000000000000001
No,0.29166666666666663,1,1,0.0,0.21551724137931033,0.40993788819875765,0.6495726495726497,0.5799447295696804,0.37606837606837606,0.7172464840858623,0.08536585365853658,0.20000000000000004,0.2
No,0.2685185185185185,1,0,0.5833333333333333,0.4741379310344827,0.3039713909279126,0.4273504273504274,0.5373075404658508,0.6324786324786326,0.37675795706883797,0.3902439024390244,0.4,0.4
No,0.2962962962962963,1,1,0.0,0.6724137931034484,0.593261810653115,0.6837606837606838,0.3679431504145283,0.6495726495726497,0.2820133234641007,0.676829268292683,0.4,0.6000000000000001
No,0.6527777777777777,1,1,0.0,0.7844827586206897,0.515527950310559,0.27350427350427353,0.27398341887090405,0.7264957264957266,0.6402664692820134,0.32317073170731714,0.4,0.4
Yes,0.5462962962962963,1,1,0.0,0.6206896551724137,0.42631281761716544,0.641025641025641,0.5984998026056061,0.41880341880341887,0.3101406365655071,0.4085365853658538,0.20000000000000004,1.0
No,0.4444444444444444,1,0,0.5,0.8017241379310345,0.3433088650479954,0.13675213675213677,0.5511251480457956,0.3162393162393162,0.06883789785344191,0.5426829268292683,0.20000000000000004,0.2
No,0.2361111111111111,1,1,0.0,0.5689655172413792,0.5311500094108789,0.46153846153846156,0.7275957362810898,0.3846153846153846,0.6225018504811252,0.3475609756097561,0.4,0.6000000000000001
No,0.27314814814814814,1,1,0.0,0.1293103448275862,0.6230001882175794,0.6239316239316239,0.5305961310698778,0.7435897435897436,0.6632124352331608,0.28658536585365857,0.20000000000000004,0.2
No,0.041666666666666664,1,1,0.0,0.603448275862069,0.51270468661773,0.20512820512820518,0.46071851559415733,0.1282051282051282,0.7757216876387861,0.5670731707317074,0.5000000000000001,0.4
No,0.43981481481481477,1,1,0.0,0.646551724137931,0.42970073404856013,0.2136752136752137,0.7200947493091197,0.2222222222222222,0.5943745373797187,0.4390243902439025,0.4,0.4
Yes,0.3981481481481481,1,1,0.0,0.353448275862069,0.40033879164313946,0.6324786324786326,0.5594157125937625,0.7264957264957266,0.5129533678756477,0.46341463414634143,0.20000000000000004,1.0
No,0.37037037037037035,1,1,0.0,0.21551724137931033,0.47882552230378317,0.36752136752136755,0.6589024871693646,0.4786324786324787,0.7335307179866766,0.4975006159152502,0.20000000000000004,0.2
No,0.6481481481481481,1,1,0.0,0.4827586206896552,0.3231695840391492,0.1709401709401709,0.42637189103829465,0.7350427350427351,0.302738712065137,0.3597560975609756,0.1,0.2
Yes,0.5555555555555555,1,0,0.625,0.75,0.5520421607378128,0.2991452991452992,0.0750098697197,0.2991452991452992,0.4367135455218357,0.22560975609756098,0.20000000000000004,0.6000000000000001
No,0.5740740740740741,1,1,0.0,0.5258620689655171,0.6508563899868246,0.7179487179487181,0.41768653770232933,0.45299145299145305,0.464100666173205,0.603658536585366,0.7000000000000001,0.2
No,0.8009259259259258,1,1,0.0,0.4741379310344827,0.5319028797289665,0.4444444444444444,0.39242005527043045,0.10256410256410253,0.3886010362694301,0.5670731707317074,0.30000000000000004,0.2
No,0.5324074074074073,1,0,0.7083333333333333,0.353448275862069,0.7765857331074721,0.8547008547008548,0.42045005921831835,0.5470085470085471,0.38712065136935614,0.5792682926829269,0.20000000000000004,0.4
No,0.3379629629629629,1,0,0.6875,0.42241379310344823,0.5369847543760586,0.46153846153846156,0.6482431898934072,0.4273504273504274,0.29311621021465584,0.7621951219512195,0.20000000000000004,0.4
No,0.6851851851851851,1,0,0.5833333333333333,0.4310344827586207,0.49538866930171266,0.18803418803418803,0.4524279510461904,0.09401709401709402,0.7179866765358993,0.6402439024390244,0.20000000000000004,0.6000000000000001
No,0.1712962962962963,1,1,0.0,0.4827586206896552,0.33690946734424987,0.4700854700854701,0.3691275167785235,0.5470085470085471,0.3626943005181348,0.3719512195121951,0.5000000000000001,0.4
No,0.18055555555555555,1,0,0.8541666666666666,0.2758620689655172,0.391116130246565,0.3931623931623932,0.3912356889064351,0.5128205128205129,0.5462620281273132,0.25,0.4,0.4
No,0.19444444444444445,0,1,0.0,0.5431034482758621,0.7220026350461132,0.5299145299145299,0.536517962889854,0.2136752136752137,0.35899333826794966,0.4390243902439025,0.30000000000000004,0.0
No,0.5185185185185185,0,1,0.0,0.4396551724137931,0.3177112742330134,0.6581196581196582,0.5148045795499409,0.8290598290598292,0.2642487046632125,0.378048780487805,0.7000000000000001,0.0
No,0.5787037037037036,1,1,0.0,0.24137931034482757,0.5942028985507246,0.32478632478632474,0.5503355704697989,0.15384615384615385,0.3449296817172465,0.3475609756097561,0.0,0.2
Yes,0.6898148148148148,1,1,0.0,0.5086206896551724,0.489553924336533,0.5811965811965812,0.3896565337544414,0.49572649572649574,0.32864544781643235,0.7134146341463415,0.20000000000000004,0.8
No,0.6342592592592592,1,1,0.0,0.4396551724137931,0.6909467344249952,0.3504273504273504,0.3943939992104225,0.5299145299145299,0.8171724648408586,0.5914634146341464,0.6000000000000001,0.6000000000000001
No,0.7453703703703703,1,0,0.9583333333333333,0.4741379310344827,0.6367400715226801,0.35897435897435903,0.4540071061981841,0.16239316239316237,0.6817172464840859,0.6097560975609757,0.1,0.0
No,0.6759259259259258,1,1,0.0,0.353448275862069,0.7125917560700168,0.36752136752136755,0.3221476510067115,0.5726495726495727,0.40784603997039237,0.3597560975609756,0.30000000000000004,0.6000000000000001
No,0.412037037037037,1,1,0.0,0.896551724137931,0.5680406549971766,0.641025641025641,0.5831030398736677,0.5384615384615385,0.34122871946706146,0.31707317073170727,0.30000000000000004,0.2
No,0.38888888888888884,1,1,0.0,0.5775862068965516,0.4936831620163069,0.4444444444444444,0.3497828661666009,0.4871794871794872,0.4603997039230201,0.603658536585366,0.20000000000000004,0.0
No,0.22685185185185183,1,1,0.0,0.41379310344827586,0.4199134199134199,0.2564102564102564,0.5716541650217135,0.5897435897435898,0.4374537379718727,0.2439024390243902,0.1,0.2
Yes,0.37499999999999994,1,1,0.0,0.5775862068965516,0.8780350084697909,0.49572649572649574,0.4299249901302804,0.264957264957265,0.7327905255366396,0.5853658536585366,0.30000000000000004,0.0
Yes,0.662037037037037,1,1,0.0,0.646551724137931,0.11424807076980989,0.36752136752136755,0.0809317015396763,0.4871794871794872,0.4100666173205034,0.3719512195121951,0.6000000000000001,0.8
No,0.20833333333333334,1,1,0.0,0.25862068965517243,0.6022962544701674,0.5299145299145299,0.3738649822345047,0.6068376068376069,0.4248704663212436,0.3719512195121951,0.20000000000000004,0.4
No,0.3194444444444444,1,1,0.0,0.4827586206896552,0.4616977225672877,0.5128205128205129,0.3430714567706278,0.29059829059829057,0.5951147298297558,0.7865853658536586,0.1,0.2
No,0.662037037037037,1,1,0.0,0.49137931034482757,0.5607001693958215,0.27350427350427353,0.8409001184366365,0.6581196581196582,0.5795706883789786,0.676829268292683,0.1,0.2
No,0.5324074074074073,0,1,0.0,0.5344827586206897,0.6064370412196498,0.3162393162393162,0.5096723253059614,0.5726495726495727,0.7609178386380459,0.6402439024390244,0.4,0.6000000000000001
No,0.24999999999999997,1,0,0.5208333333333333,0.6982758620689655,0.4470167513645774,0.45299145299145305,0.2791156731148836,0.41025641025641024,0.4189489267209475,0.5426829268292683,0.1,0.6000000000000001
No,0.3194444444444444,1,0,0.5,0.5086206896551724,0.7156032373423677,0.4786324786324787,0.6936439005132256,0.2222222222222222,0.5751295336787565,0.4695121951219513,0.30000000000000004,0.2
Yes,0.48611111111111105,1,1,0.0,0.46551724137931033,0.5910031996988517,0.36752136752136755,0.6585076983813661,0.3931623931623932,0.47076239822353816,0.628048780487805,0.0,0.4
No,0.5879629629629629,1,0,0.6041666666666666,0.5344827586206897,0.49087144739318644,0.37606837606837606,0.5803395183576787,0.3076923076923077,0.9096965210954849,0.39634146341463417,0.6000000000000001,0.0
Yes,0.4305555555555555,1,1,0.0,0.5431034482758621,0.4223602484472049,0.5042735042735043,0.3426766679826294,0.35897435897435903,0.464840858623242,0.3597560975609756,0.4,0.8
No,0.5092592592592592,1,1,0.0,0.6551724137931034,0.6028609072087332,0.29059829059829057,0.5219107777339125,0.4786324786324787,0.4411547002220578,0.603658536585366,0.1,0.2
No,0.3379629629629629,1,0,0.7291666666666666,0.5344827586206897,0.4103143233578015,0.35897435897435903,0.23647848401105412,0.1282051282051282,0.5062916358253147,0.5365853658536586,0.8,0.4
Yes,0.5879629629629629,1,1,0.0,0.7155172413793103,0.6783361565970261,0.4358974358974359,0.6533754441373867,0.2222222222222222,0.529237601776462,0.7195121951219513,0.30000000000000004,0.2
No,0.37499999999999994,1,1,0.0,0.16379310344827586,0.37756446452098624,0.5384615384615385,0.47651006711409405,0.4444444444444444,0.19837157660991855,0.5487804878048781,0.1,0.2
Yes,0.7129629629629629,1,1,0.0,0.49999999999999994,0.5680406549971766,0.5299145299145299,0.46308724832214776,0.6581196581196582,0.4863064396743154,0.41463414634146345,0.30000000000000004,0.0
No,0.3657407407407407,1,1,0.0,0.49999999999999994,0.31488801054018434,0.5555555555555556,0.4030793525463878,0.1709401709401709,0.6765358993338269,0.35365853658536583,0.8,0.2
No,0.35648148148148145,1,1,0.0,0.4396551724137931,0.7263316393751176,0.5982905982905984,0.4208448480063167,0.5384615384615385,0.7128053293856403,0.451219512195122,0.6000000000000001,0.6000000000000001
No,0.412037037037037,1,1,0.0,0.24999999999999994,0.4903067946546207,0.33333333333333337,0.46190288195815243,0.41880341880341887,0.2590673575129534,0.5182926829268293,0.6000000000000001,0.6000000000000001
No,0.4768518518518518,1,1,0.0,0.5517241379310345,0.808018068887634,0.6068376068376069,0.09435452033162259,0.811965811965812,0.37675795706883797,0.4695121951219513,0.4,0.2
No,0.3333333333333333,1,1,0.0,0.5862068965517242,0.4295125164690381,0.2564102564102564,0.5380971180418477,0.2564102564102564,0.41302738712065146,0.6646341463414634,0.30000000000000004,0.0
No,0.45370370370370366,1,1,0.0,0.3879310344827586,0.5512892904197251,0.29059829059829057,0.5179628898539284,0.6068376068376069,0.4692820133234641,0.4024390243902439,0.20000000000000004,0.8
Yes,0.5509259259259259,1,1,0.0,0.767241379310345,0.595896856766422,0.5299145299145299,0.5250690880378999,0.46153846153846156,0.39008142116950406,0.19512195121951217,0.4,0.2
Yes,0.3518518518518518,1,1,0.0,0.25862068965517243,0.7229437229437229,0.7179487179487181,0.49539253570047126,0.5726495726495727,0.7498149518874908,0.4695121951219513,0.6000000000000001,0.4
No,0.449074074074074,1,0,0.4375,0.6206896551724137,0.4329004329004328,0.3504273504273504,0.6687722068693251,0.4273504273504274,0.3671354552183568,0.14024390243902443,0.7000000000000001,0.8
No,0.49537037037037035,1,1,0.0,0.8189655172413794,0.4876717485413137,0.29059829059829057,0.456770627714173,0.5128205128205129,0.26350851221317545,0.7621951219512195,0.4,0.0
No,0.6203703703703703,1,1,0.0,0.3448275862068965,0.4025974025974025,0.5384615384615385,0.2218712988551125,0.49572649572649574,0.5007579869756037,0.5121951219512195,0.5000000000000001,0.0
No,0.4351851851851851,1,1,0.0,0.49137931034482757,0.3491436100131752,0.5470085470085471,0.4386103434662456,0.5128205128205129,0.6506291635825314,0.6341463414634148,0.8,0.2
No,0.5601851851851851,1,1,0.0,0.44827586206896547,0.46282702804441933,0.5726495726495727,0.4050532964863799,0.28205128205128205,0.6617320503330866,0.5609756097560976,0.1,0.2
No,0.4351851851851851,1,1,0.0,0.19827586206896547,0.6790890269151137,0.4786324786324787,0.4504540071061983,0.6239316239316239,0.46632124352331616,0.5914634146341464,0.30000000000000004,0.8
No,0.16203703703703703,1,0,0.6041666666666666,0.5172413793103448,0.8176171654432524,0.29059829059829057,0.5009869719699962,0.6068376068376069,0.456698741672835,0.4207317073170732,0.5000000000000001,0.4
No,0.4259259259259259,1,0,0.4375,0.767241379310345,0.2943722943722943,0.6239316239316239,0.3742597710225031,0.37606837606837606,0.5558845299777943,0.4695121951219513,0.20000000000000004,0.2
No,0.6481481481481481,1,0,0.6666666666666666,0.42241379310344823,0.39262187088274036,0.4700854700854701,0.26213975523095145,0.8547008547008548,0.5640266469282014,0.4878048780487805,0.0,0.2
No,0.7222222222222222,1,1,0.0,0.41379310344827586,0.652550348202522,0.6752136752136753,0.31859455191472563,0.5641025641025641,0.6373056994818653,0.4573170731707318,0.6000000000000001,0.6000000000000001
No,0.5509259259259259,1,1,0.0,0.49999999999999994,0.4451345755693582,0.3504273504273504,0.8866956178444534,0.37606837606837606,0.23019985196151005,0.378048780487805,0.7000000000000001,0.2
No,0.47222222222222215,1,1,0.0,0.646551724137931,0.5091285526068134,0.4444444444444444,0.5716541650217135,0.41880341880341887,0.5758697261287935,0.6402439024390244,0.1,0.4
No,0.449074074074074,1,1,0.0,0.646551724137931,0.43233578016186713,0.49781058447725113,0.46308724832214776,0.6068376068376069,0.5921539600296077,0.6097560975609757,0.30000000000000004,0.8
No,0.5740740740740741,1,1,0.0,0.5689655172413792,0.32260493130058343,0.41025641025641024,0.5136202131859456,0.6153846153846154,0.6587712805329387,0.6829268292682928,0.6000000000000001,0.2
No,0.287037037037037,1,1,0.0,0.7155172413793103,0.10559006211180122,0.14529914529914534,0.3916304776944336,0.3931623931623932,0.537379718726869,0.44512195121951226,0.20000000000000004,0.2
No,0.29166666666666663,1,1,0.0,0.353448275862069,0.4374176548089591,0.5726495726495727,0.3335965258586656,0.6837606837606838,0.025166543301258337,0.7378048780487805,0.20000000000000004,0.2
Yes,0.3379629629629629,1,1,0.0,0.6206896551724137,0.821193299454169,0.051282051282051266,0.5602052901697594,0.6239316239316239,0.39970392301998525,0.44512195121951226,0.30000000000000004,0.2
No,0.5138888888888888,1,0,0.75,0.646551724137931,0.6725946116348084,0.3418803418803419,0.35096723253059625,0.6495726495726497,0.4248704663212436,0.4817073170731708,0.20000000000000004,0.4
No,0.4444444444444444,1,1,0.0,0.7155172413793103,0.6845473367212498,0.5897435897435898,0.5432293722858272,0.33333333333333337,0.3108808290155441,0.4024390243902439,0.4,0.4
No,0.20833333333333334,1,1,0.0,0.4310344827586207,0.5896856766421983,0.2991452991452992,0.5850769838136598,0.6324786324786326,0.4996299037749815,0.6707317073170732,0.6000000000000001,0.2
No,0.18518518518518517,1,0,0.4583333333333333,0.5172413793103448,0.6013551665725578,0.37606837606837606,0.29806553493880783,0.6923076923076923,0.307179866765359,0.3109756097560976,0.20000000000000004,0.0
No,0.5555555555555555,1,1,0.16174242424242424,0.5258620689655171,0.5273856578204404,0.641025641025641,0.43821555467824724,0.5213675213675214,0.5692079940784605,0.4695121951219513,0.30000000000000004,0.6000000000000001
No,0.8888888888888888,1,1,0.0,0.7068965517241379,0.46395633352155086,0.45299145299145305,0.26648243189893417,0.4017094017094017,0.20947446336047376,0.5792682926829269,0.20000000000000004,0.2
No,0.5972222222222222,1,1,0.0,0.6637931034482758,0.4105025409373235,0.4786324786324787,0.19226213975523096,0.641025641025641,0.5906735751295338,0.43292682926829273,0.4,0.4
No,0.38888888888888884,1,1,0.0,0.08620689655172414,0.5616412572934312,0.5299145299145299,0.5921831819976314,0.5470085470085471,0.6743153219837158,0.603658536585366,0.20000000000000004,0.2
Yes,0.7453703703703703,1,1,0.0,0.5689655172413792,0.1434217955957086,0.3846153846153846,0.35096723253059625,0.3418803418803419,0.3493708364174686,0.426829268292683,0.20000000000000004,0.8
Yes,0.27777777777777773,1,0,0.5625,0.7068965517241379,0.5172219085262563,0.5213675213675214,0.31425187524674303,0.7435897435897436,0.5854922279792747,0.2621951219512195,0.5000000000000001,0.8
No,0.4212962962962963,1,1,0.0,0.41379310344827586,0.21061547148503665,0.6923076923076923,0.47216739044611145,0.37606837606837606,0.41672834937083647,0.43292682926829273,0.30000000000000004,0.4
No,0.6018518518518517,1,0,0.75,0.6293103448275863,0.6024844720496894,0.641025641025641,0.3647848401105409,0.5128205128205129,0.7150259067357514,0.451219512195122,0.30000000000000004,0.6000000000000001
No,0.412037037037037,1,1,0.0,0.4310344827586207,0.38283455674760014,0.6153846153846154,0.5527043031977893,0.6923076923076923,0.3227239082161362,0.5365853658536586,0.1,0.6000000000000001
No,0.34259259259259256,1,1,0.0,0.7155172413793103,0.4492753623188406,0.37606837606837606,0.3533359652585867,0.32478632478632474,0.6883789785344191,0.2439024390243902,0.4,0.2
No,0.35648148148148145,1,1,0.0,0.6293103448275863,0.6563146997929606,0.8376068376068377,0.5953414923016187,0.6666666666666667,0.7039230199851962,0.451219512195122,0.20000000000000004,0.2
No,0.37499999999999994,1,1,0.0,0.46551724137931033,0.3582662494794162,0.5128205128205129,0.49743387287801044,0.15384615384615385,0.5196150999259808,0.30487804878048774,0.0,0.31381818181818183
No,0.7499999999999999,1,1,0.0,0.5775862068965516,0.5475249388292867,0.7350427350427351,0.5021713383339914,0.32478632478632474,0.5210954848260547,0.426829268292683,0.9,0.2
No,0.41666666666666663,0,1,0.0,0.603448275862069,0.3327686805947675,0.3504273504273504,0.4038689301223847,0.7521367521367521,0.6565507031828275,0.5548780487804879,0.20000000000000004,0.6000000000000001
No,0.34259259259259256,1,0,0.4375,0.4741379310344827,0.4797666102013928,0.5470085470085471,0.5523095144097908,0.7863247863247864,0.6247224278312361,0.19512195121951217,0.30000000000000004,1.0
No,0.41666666666666663,1,1,0.0,0.5517241379310345,0.5670995670995671,0.6068376068376069,0.5274378207658903,0.7435897435897436,0.48482605477424134,0.603658536585366,0.20000000000000004,0.6000000000000001
No,0.5833333333333333,1,0,0.75,0.646551724137931,0.5032938076416337,0.29059829059829057,0.2479273588630083,0.24786324786324787,0.7105847520355293,0.5548780487804879,0.7000000000000001,0.2
No,0.5185185185185185,1,0,0.47916666666666663,0.5086206896551724,0.5731225296442688,0.15384615384615385,0.3324121594946704,0.14529914529914534,0.3619541080680977,0.49390243902439024,0.4,0.4
No,0.5046296296296295,1,1,0.0,0.6293103448275863,0.39243365330321844,0.35897435897435903,0.7497039084090013,0.5982905982905984,0.4781643227239083,0.628048780487805,0.20000000000000004,0.2
No,0.5509259259259259,1,0,0.8125,0.2241379310344827,0.5580651232825145,0.4700854700854701,0.561784445321753,0.6324786324786326,0.6787564766839379,0.5121951219512195,0.30000000000000004,0.0
No,0.7222222222222222,1,1,0.5833333333333333,0.5603448275862069,0.5334086203651421,0.27350427350427353,0.4784840110540862,0.8290598290598292,0.19911176905995565,0.28658536585365857,0.4,0.6000000000000001
No,0.47222222222222215,1,1,0.0,0.043103448275862044,0.7060041407867493,0.35897435897435903,0.4784840110540862,0.4951532418199085,0.5011102886750555,0.5853658536585366,0.30000000000000004,0.2
Yes,0.537037037037037,0,1,0.0,0.37931034482758624,0.45191040843214747,0.3846153846153846,0.4180813264903278,0.7692307692307694,0.6639526276831977,0.7317073170731708,0.6000000000000001,0.4
No,0.6435185185185185,1,1,0.0,0.5086206896551724,0.6591379634857896,0.4444444444444444,0.35965258586656146,0.4786324786324787,0.20133234641006664,0.7439024390243903,0.5000000000000001,0.6000000000000001
No,0.5833333333333333,1,1,0.0,0.42241379310344823,0.3865989083380388,0.3076923076923077,0.5053296486379788,0.5811965811965812,0.5107327905255367,0.7073170731707318,0.20000000000000004,0.2
No,0.3796296296296296,0,1,0.0,0.3879310344827586,0.4936831620163069,0.7179487179487181,0.5483616265298067,0.5384615384615385,0.2368615840118431,0.5853658536585366,0.30000000000000004,0.2
No,0.5555555555555555,1,1,0.0,0.6810344827586208,0.49802371541501966,0.4786324786324787,0.5550730359257797,0.5213675213675214,0.3715766099185789,0.3902439024390244,0.4,0.2
No,0.6666666666666666,1,0,0.8958333333333333,0.4741379310344827,0.7417654808959157,0.45299145299145305,0.3663639952625346,0.37606837606837606,0.7890451517394523,0.5487804878048781,0.30000000000000004,0.4
No,0.5185185185185185,1,1,0.0,0.49137931034482757,0.5373611895351026,0.7094017094017095,0.5653375444137387,0.2136752136752137,0.4071058475203553,0.5182926829268293,0.5000000000000001,0.2
